,feature_name,marker_definition,parent_population,betas,p_1
3926,P1:84,27+28+31+57-95+127+244+RA+,CD8,-0.0,0.156318
3927,P1:25346,27-28-57-95-127+RA+,DPT,-0.0,0.968084
3928,P2:2358,25+38-39+73-127+DR+RO-,CD4,-0.0,0.162338
3929,P2:24445,25-39+127-PD1-RO+,DPT,-0.0,0.0639506
3930,P1:12011,27+28+31-57+95+244-RA+,CD8,-0.0,0.338132
3931,P1:21014,31-57-95+RA-,DPT,-0.0,0.139761
3932,P3:294,161-PD1+R4+R6+R10-XR3+XR5+,CD4/Memory,0.0,0.0882768
3933,P1:23639,27+28-31+57-95+127-244+,DPT,0.0,0.712589
3934,P4:3588,CD2+314-334+337+158a+,16+56,0.0,0.886965
3935,P3:4536,161-PD1+R4+XR3+XR5+,CD4/Naive,0.0,0.180553
3936,P2:24931,25+38+39+73+127-DR-RO+,DPT,0.0,0.381811
3937,P1:21366,95-127-244+RA-,DPT,0.0,0.753736
3938,P1:10854,28+31-57-95-127-244+,CD8,0.0,0.725882
3939,P2:25137,38+127-RO+,DPT,-0.0,0.581669
3940,P2:22858,39+DR-,DPT,-0.0,0.128028
3941,P1:886,27+28-31-57+95+127+244+RA-,CD4,0.0,0.45164
3942,P1:7513,27-28-31+95+127-244-RA-,CD8,-0.0,0.753658
3943,P2:8657,25+73-127+DR+RO-,CD8,-0.0,0.159815
3944,P2:21759,38+39+127+PD1+RO-,DPT,-0.0,0.398846
3945,P1:23416,95+127+,DPT,-0.0,0.339189
3946,P7 Mono:3516,11c-64+123+,Monocytes,-0.0,0.108985
3947,P1:22414,28-57-95+244-,DPT,-0.0,0.154213
3948,P3:8064,PD1+R4-R6+R10+XR3+,CD8/Naive,-0.0,0.881892
3949,P2:4523,25+38+39-73+127+DR+,CD4,-0.0,0.198431
3950,P1:924,27-28+31-57+95-127-244-RA-,CD4,-0.0,0.737439
3951,P4:1885,CD2+158b-R7+,16+56-,-0.0,0.733548
3952,P2:12686,127+RO+,CD8,-0.0,0.254201
3953,P4:837,314+334+337+158a+R7-,16+56-,0.0,0.565427
3954,P2:24369,25-38-39+127+DR-PD1-RO+,DPT,-0.0,0.371833
3955,P2:22746,25-38-39+73-127-DR-,DPT,-0.0,0.436623
3956,P2:25897,38+39+73-PD1+RO+,DPT,-0.0,0.0478535
3957,P3:6573,161+PD1-R4-XR3+XR5+,CD8/Memory,-0.0,0.976082
3958,P2:9919,25+38+127-DR+PD1-,CD8,-0.0,0.113337
3959,P2:22939,39+127+DR-,DPT,-0.0,0.396929
3960,P2:7328,25+39+73+127+DR+PD1+RO+,CD4,0.0,0.920322
3961,P2:2661,39-127-PD1+RO-,CD4,0.0,0.756886
3962,P1:6138,95+127-RA+,CD4,-0.0,0.908112
3963,P3:306,161+PD1+R4+R6+R10-XR3+XR5+,CD4/Memory,-0.0,0.58539
3964,P1:4512,27-28+31+95+127+,CD4,-0.0,0.37609
3965,P3:3182,161+R6-R10+XR3+XR5-,CD4/Naive,0.0,0.262562
3966,P2:25019,25-38+39-73-127+DR-RO+,DPT,-0.0,0.606107
3967,P2:795,25-38-39+73-127-DR-PD1+RO-,CD4,-0.0,0.0895505
3968,P1:24911,27-28+31-57+95-127-RA+,DPT,-0.0,0.220423
3969,P2:5760,38+127-DR+PD1-RO+,CD4,0.0,0.951734
3970,P1:26075,31+95-127+244+RA+,DPT,0.0,0.313145
3971,P1:9198,28-31-95-127+244+RA-,CD8,-0.0,0.322297
3972,P5 gd:1298,RA+R5+,Vg9+/Vd2Hi,0.0,0.592858
3973,P5 gd:1453,28+RA+R7+,Vg9+/Vd2Hi,-0.0,0.0943762
3974,P5 gd:838,8+27+28+R5+R7+,CD3 T/VD1,0.0,0.234179
3975,P1:25985,27+31-95+244+RA+,DPT,-0.0,0.836523
3976,P2:25168,25+38-39+73+127-RO+,DPT,-0.0,0.0905645
3977,P2:7087,39+127+PD1+RO+,CD4,0.0,0.954713
3978,P1:13479,57+95-127+244+RA+,CD8,0.0,0.366386
3979,P2:13311,39+PD1+RO+,CD8,-0.0,0.327831
3980,P2:23433,25-39-73+127+DR+,DPT,-0.0,0.812772
3981,P3:881,R4+R6+XR5-,CD4/Memory,0.0,0.842389
3982,P3:7716,PD1-,CD8/Naive,0.0,0.0420525
3983,P2:602,25-38+39+73+127+DR+PD1-RO-,CD4,-0.0,0.280353
3984,P1:11292,95+244+,CD8,-0.0,0.711811
3985,P1:2795,27-31-57-95+244+RA-,CD4,-0.0,0.487288
3986,P1:12338,28+57-127-RA+,CD8,-0.0,0.610921
3987,P1:24338,28-57-95+127-244-RA+,DPT,0.0,0.914466
3988,P3:6388,161+PD1+R6+XR5+,CD8/Memory,0.0,0.775082
3989,P7 Mono:4461,11c-123+141+274+,Monocytes,0.0,0.515011
3990,P1:3294,27-31+95+127-244-,CD4,-0.0,0.314614
3991,P2:8654,25+38-73-127+DR+RO-,CD8,-0.0,0.495217
3992,P1:6513,28-57-127+RA+,CD4,-0.0,0.581081
3993,P2:22860,25-38+39+DR-,DPT,0.0,0.898161
3994,P2:8812,25+39+73-DR-PD1+RO-,CD8,-0.0,0.234993
3995,P6 earlyB:15,24-27-5-38-D+,IgA-IgG-,-0.0,0.682686
3996,P1:10574,27-28+31+95+,CD8,-0.0,0.744886
3997,P1:41,27-28-31-57+95+127+244+RA+,DPT,0.0,0.0214076
3998,P2:26038,38+39-73-127-DR+PD1+RO+,DPT,0.0,0.873963
3999,P1:21081,27+28+57+95+RA-,DPT,-0.0,0.129162
4000,P3:4528,PD1+XR3+XR5+,CD4/Naive,0.0,0.222561
4001,P1:12763,27-28-95-127+RA+,CD8,-0.0,0.974517
4002,P4:5764,CD2+314-334-158b+,56+16-,-0.0,0.208671
4003,P5 gd:1302,8+27+RA+R5+,Vg9+/Vd2Hi,-0.0,0.193576
4004,P1:944,27-28+31-57-95-127-244+RA+,CD4,0.0,0.367668
4005,P3:955,161-PD1+R6+R10+XR5-,CD4/Memory,0.0,0.499937
4006,P2:21059,39+127+RO-,DPT,-0.0,0.365099
4007,P1:22199,27+28-95+127-244-,DPT,-0.0,0.706863
4008,P2:23930,25+73+127+PD1+,DPT,0.0,0.926199
4009,P2:9012,25+39+73+127-PD1+RO-,CD8,-0.0,0.130346
4010,P5 gd:224,8-R5-R7-,CD3 T/VD1,-0.0,0.689093
4011,P3:984,161+R4+R6-R10-XR3+XR5-,CD4/Memory,0.0,0.0502075
4012,P3:7738,161+R4-R6+,CD8/Naive,0.0,0.308401
4013,P2:25837,38-39+127-PD1+RO+,DPT,-0.0,0.276268
4014,P4:1778,CD2+314+334+337+158a+158b+,16+56-,-0.0,0.535892
4015,P1:9362,28-31+95+127+244+RA-,CD8,0.0,0.4981
4016,P1:739,27-28-31+57-95-127+244-RA+,CD4,-0.0,0.190844
4017,P2:20925,25+39+73+127-RO-,DPT,0.0,0.911033
4018,P1:26189,57-95+127+244+RA+,DPT,0.0,0.603608
4019,P1:6140,27-28+95+127-RA+,CD4,-0.0,0.552176
4020,P2:11152,25+38+39-73+127-PD1+,CD8,0.0,0.96435
4021,P7 Mono:5825,11c-16-64-123+141+DR+,Monocytes,-0.0,0.213035
4022,P2:8544,25-38-73+127-DR+RO-,CD8,0.0,0.339913
4023,P2:209,25-38-39-73+127-DR-PD1+RO+,CD8,0.0,0.41439
4024,P3:7800,R10+,CD8/Naive,-0.0,0.397486
4025,P1:25532,27-28+31-95+127+RA+,DPT,0.0,0.308478
4026,P2:765,25+38-39+73+127-DR-PD1+RO+,CD4,0.0,0.983731
4027,P1:42,27+28+31-57-95+127+244+RA-,DPT,0.0,0.905388
4028,P1:25756,27+28-95+127-244+RA+,DPT,-0.0,0.379922
4029,P2:24916,25+38-73+127-DR-RO+,DPT,-0.0,0.167856
4030,P2:24793,25+38-73-127+DR+PD1-RO+,DPT,-0.0,0.0625229
4031,P2:21721,25+73-127+PD1+RO-,DPT,-0.0,0.369502
4032,P1:21368,27-28+95-127-244+RA-,DPT,0.0,0.57102
4033,P2:986,25+38+39+73+127+DR+PD1+RO+,CD4,0.0,0.75041
4034,P1:865,27+28+31-57+95+127+244-RA+,CD4,-0.0,0.096235
4035,P2:13611,39+127+DR+PD1+RO+,CD8,-0.0,0.338464
4036,P3:4630,PD1+R4+R6+R10+XR3+XR5+,CD4/Naive,0.0,0.0514419
4037,P2:23821,PD1+,DPT,0.0,0.319555
4038,P1:6691,28+31-95-127-244+RA+,CD4,0.0,0.45069
4039,P2:25455,38-DR+RO+,DPT,-0.0,0.431298
4040,P4:3712,CD2-314-158b+,16+56,-0.0,0.423026
4041,P1:6701,27+28+95-127-244+RA+,CD4,0.0,0.455387
4042,P1:2394,27+28-31-57+95+127+RA-,CD4,-0.0,0.8765
4043,P1:7589,27-31+95-244-RA-,CD8,-0.0,0.733856
4044,P7 Mono:5717,11c-16-64+123-141+DR+,Monocytes,-0.0,0.439635
4045,P1:9454,27+28-57+95-127-244-,CD8,0.0,0.97046
4046,P6 earlyB:139,24+,IgA-IgG-,0.0,0.120789
4047,P2:20898,25+39+127-RO-,DPT,-0.0,0.340771
4048,P1:449,27-28+31-57+95+127-244-RA+,DPT,-0.0,0.800836
4049,P4:717,R7-,16+56-,0.0,0.160007
4050,P3:5970,161+PD1+R4+R6-R10+XR3+,CD8/Memory,0.0,0.0836813
4051,P3:7777,161+PD1+R6-R10+,CD8/Naive,-0.0,0.780739
4052,P1:419,27-28-31-57+95-127+244+RA-,DPT,0.0,0.203882
4053,P2:8452,38+39+127+RO-,CD8,-0.0,0.207057
4054,P7 Mono:4242,11c-16-64+123+274+,Monocytes,-0.0,0.421305
4055,P1:2828,27-28-95+244+RA-,CD4,-0.0,0.981539
4056,P5 CD8:68,28+R7-,CD8,-0.0,0.101972
4057,P1:4836,27-28+31+95-244+,CD4,-0.0,0.713782
4058,P2:23560,39+73-DR-PD1+,DPT,-0.0,0.310375
4059,P7 Mono:4572,32-64-141-274-DR+,Monocytes,-0.0,0.043694
4060,P2:21146,38-39-73+127-DR+RO-,DPT,0.0,0.309995
4061,P3:6316,161+PD1+R4+R6+R10-XR5+,CD8/Memory,0.0,0.244242
4062,P2:10478,25-38-,CD8,0.0,0.382259
4063,P1:608,27+28-31+57+95+127+244-RA+,DPT,-0.0,0.779263
4064,P2:25264,25+38+39-73-127+RO+,DPT,-0.0,0.00149048
4065,P2:23476,38-39+73-127-DR-PD1+,DPT,-0.0,0.728003
4066,P4:3732,CD2+314-334-337+158b+,16+56,-0.0,0.0261188
4067,P1:24242,27+57+95-127-244-RA+,DPT,-0.0,0.444569
4068,P1:21491,27-28+57-95+127-244+RA-,DPT,0.0,0.443315
4069,P1:20656,27-28+31+95-127-RA-,DPT,0.0,0.705353
4070,P2:20452,38+73+127-DR+PD1-RO-,DPT,-0.0,0.368891
4071,P1:3074,57+95+127+244+RA-,CD4,0.0,0.34067
4072,P7 Mono:4927,11c-16+32+123+274-DR+,Monocytes,-0.0,0.198957
4073,P3:53,161-PD1-R4+R6-R10-XR3-XR5+,CD4/Memory,0.0,0.55983
4074,P1:24629,28+57+95+244-RA+,DPT,-0.0,0.366373
4075,P5 gd:684,8-27-28+R5-R7+,CD3 T/VD1,-0.0,0.372542
4076,P1:23418,27-28+95+127+,DPT,0.0,0.410063
4077,P2:21779,25-38-39+73+127+PD1+RO-,DPT,0.0,0.885959
4078,P2:979,25+38+39-73+127-DR+PD1-RO-,CD4,-0.0,0.680248
4079,P1:2832,95+244+RA-,CD4,-0.0,0.954191
4080,P4:3506,314-334+337+,16+56,-0.0,0.273059
4081,P2:23436,25-38+39-73+127+DR+,DPT,-0.0,0.59591
4082,P2:25868,25+39+73+127-PD1+RO+,DPT,-0.0,0.222948
4083,P2:935,25+38+39+73-127+DR+PD1+RO+,CD4,-0.0,0.884787
4084,P2:25065,38+39+127+DR-RO+,DPT,0.0,0.539184
4085,P1:26002,31+95+244+RA+,DPT,-0.0,0.777272
4086,P4:3817,CD2-314+334-337+158a+158b+,16+56,-0.0,0.749921
4087,P4:3830,314-334+337+158a+158b+,16+56,-0.0,0.289468
4088,P1:22676,27+28-31-95+127+244-,DPT,-0.0,0.00561075
4089,P3:3882,161-PD1+R4+R6+XR3+,CD4/Naive,0.0,0.0183842
4090,P2:466,25-38-39-73-127+DR+PD1-RO-,CD4,0.0,0.844262
4091,P2:9286,38+DR+PD1+RO-,CD8,-0.0,0.0575938
4092,P1:20178,27-28-31-95-244-RA-,DPT,-0.0,0.0357008
4093,P3:6470,161-PD1-R4+R6+R10+XR5+,CD8/Memory,-0.0,0.770008
4094,P7 Mono:699,11c-16+64+123+274-DR-,Monocytes,-0.0,0.25423
4095,P4:3233,314+158b-,16+56,0.0,0.0769168
4096,P3:6082,161-PD1+R6+R10-XR3-XR5+,CD8/Memory,0.0,0.743426
4097,P1:1541,31+57+95-127+244-RA-,CD4,0.0,0.401037
4098,P7:70,32+64-274+,14-/PDC,-0.0,0.865476
4099,P3:2509,R4-R6-R10+XR3+XR5+,CD4/Memory,0.0,0.734191
4100,P3:4569,161+R4-R6-R10+XR3+XR5+,CD4/Naive,0.0,0.536534
4101,P3:1160,161-R4-R6+R10+XR3+XR5-,CD4/Memory,0.0,0.909517
4102,P1:20595,57+95+127+244-RA-,DPT,-0.0,0.239431
4103,P7 Mono:2262,11c-16+64-123+141+274+DR-,Monocytes,0.0,0.589545
4104,P3:4344,161+R4-R6-R10+XR5+,CD4/Naive,0.0,0.946593
4105,P2:12608,38+RO+,CD8,-0.0,0.0208927
4106,P2:21898,25-38-39+DR+PD1+RO-,DPT,0.0,0.0501547
4107,P3:8356,PD1+R4-R6+R10-XR5+,CD8/Naive,-0.0,0.605434
4108,P1:24587,28-31-95+244-RA+,DPT,-0.0,0.599334
4109,P2:22335,25-73-PD1-,DPT,0.0,0.496088
4110,P2:23178,25-38-39+127+,DPT,-0.0,0.142318
4111,P1:24331,27+28+31+57+127-244-RA+,DPT,-0.0,0.080037
4112,P5 gd:305,8+27-28+R7-,CD3 T/VD1,-0.0,0.623201
4113,P1:11136,28-31+95-244+,CD8,-0.0,0.128446
4114,P1:20546,28-57-95+127+244-RA-,DPT,-0.0,0.114359
4115,P3:5659,161-,CD8/Memory,-0.0,0.863975
4116,P2:26092,38+73+127-DR+PD1+RO+,DPT,0.0,0.350039
4117,P1:9217,27+28-31+95-127+244+RA-,CD8,-0.0,0.402898
4118,P7 Mono:3329,11c+123-,Monocytes,0.0,0.060577
4119,P3:6009,161+PD1-R6+R10+XR3+,CD8/Memory,0.0,0.134632
4120,P1:8401,28-31-57-95+RA-,CD8,0.0,0.82484
4121,P5 gd:2171,28-RA+R5+R7+,Vg9+/Vd2Low,0.0,0.236361
4122,P3:4167,R6+R10+XR3-XR5+,CD4/Naive,-0.0,0.113671
4123,P2:4150,73-,CD4,-0.0,0.29307
4124,P7:216,274-,14-/mDC/1c+,0.0,0.526675
4125,P2:449,25+38-39-73+127+DR+PD1+RO-,DPT,-0.0,0.757728
4126,P2:7301,25+38+127+DR+PD1+RO+,CD4,0.0,0.689186
4127,P7:20,32-64-274+,11c+ (nodim)/1c-/16+,-0.0,0.91802
4128,P3:7635,PD1-R10-,CD8/Naive,0.0,0.0564566
4129,P1:4178,27+,CD4,-0.0,0.763604
4130,P1:5921,28+31-57+95+127+244-RA+,CD4,0.0,0.522489
4131,P1:25385,27-31+95-127+RA+,DPT,0.0,0.696793
4132,P1:4507,28-31+95+127+,CD4,-0.0,0.997087
4133,P2:8668,38+39+73-127+DR+RO-,CD8,-0.0,0.671078
4134,P3:8398,R4+R6-XR5+,CD8/Naive,-0.0,0.715093
4135,P3:1138,161-PD1+R4-R10+XR3+XR5-,CD4/Memory,0.0,0.411805
4136,P4:4168,CD2+314-R7+,16+56,-0.0,0.296522
4137,P1:8968,27-28+31-95-244+RA-,CD8,0.0,0.624472
4138,P6 earlyB:97,27+5+38+D-,IgA-IgG-,-0.0,0.329375
4139,P7 Mono:5542,11c+32+DR+,Monocytes,-0.0,0.514503
4140,P2:26134,25+38+39-DR+PD1+RO+,DPT,0.0,0.58626
4141,P1:22222,28+31-57+95+127-244-,DPT,-0.0,0.0872242
4142,P3:858,161+PD1+R4+XR5-,CD4/Memory,0.0,0.189237
4143,P1:20162,27+28-57-95-244-RA-,DPT,0.0,0.944208
4144,P2:22600,38+39-DR+PD1-,DPT,-0.0,0.0200246
4145,P2:21972,38-39+127+DR+PD1+RO-,DPT,-0.0,0.907631
4146,P2:3501,25-73-127+PD1-,CD4,-0.0,0.487167
4147,P3:3168,161+R4+R6+XR3+XR5-,CD4/Naive,0.0,0.343884
4148,P2:25534,25+38+39-127+DR+RO+,DPT,-0.0,0.019129
4149,P3:6459,PD1+R4-R6+R10+XR5+,CD8/Memory,0.0,0.386668
4150,P2:10788,39+73-127+DR+,CD8,-0.0,0.510396
4151,P2:21332,38+39+73+127+DR+RO-,DPT,0.0,0.0949605
4152,P2:329,25-38+39+73-127-DR+PD1+RO+,CD8,-0.0,0.614264
4153,P1:12650,31-57-95+RA+,CD8,-0.0,0.401148
4154,P2:578,25-38+39+73-127+DR-PD1+RO+,CD8,-0.0,0.369906
4155,P1:21990,27+57+95+127+244+RA-,DPT,-0.0,0.0906298
4156,P3:6539,PD1-R4+R6+R10-XR3+XR5+,CD8/Memory,0.0,0.186055
4157,P4:5778,314+158b+,56+16-,-0.0,0.181933
4158,P2:12924,25+38+39-127+DR+RO+,CD8,0.0,0.973847
4159,P1:983,27+28-31-57+95-127+244+RA-,CD4,0.0,0.494259
4160,P1:21711,31-57-95+244+RA-,DPT,0.0,0.84598
4161,P2:21507,25+38+39-127+DR-PD1+RO-,DPT,0.0,0.561019
4162,P2:24066,25-38+DR+PD1+,DPT,-0.0,0.0155609
4163,P7 Mono:58,11c+16+32-64-123-141+274+DR-,Monocytes,-0.0,0.602172
4164,P2:24556,25-38+39+73+PD1-RO+,DPT,0.0,0.551165
4165,P1:1961,28-31-95-RA-,CD4,-0.0,0.951107
4166,P2:21926,38-39+73+DR+PD1+RO-,DPT,-0.0,0.823861
4167,P5 gd:408,28-RA-R5-,CD3 T/VD1,0.0,0.254811
4168,P2:4857,25-38-39+73+127-PD1+,CD4,0.0,0.239024
4169,P4:83,2-314+334+337-158a-158b-R7+,16+56,0.0,0.899702
4170,P2:25809,25-38-39+73-127-PD1+RO+,DPT,-0.0,0.297985
4171,P3:4508,161+R4+R6-XR3+XR5+,CD4/Naive,0.0,0.8303
4172,P1:9373,27+31-57+95+127+244+RA-,CD8,0.0,0.72818
4173,P3:4011,161+PD1+R4+R10-XR3-XR5+,CD4/Naive,-0.0,0.177137
4174,P1:25015,27+28-31-57-95+127-RA+,DPT,0.0,0.457355
4175,P2:26052,38+39+73-127-DR+PD1+RO+,DPT,-0.0,0.0237074
4176,P1:6,27-28-31+57-95+127-244+RA+,CD8,-0.0,0.175957
4177,P7 Mono:85,11c-16-32-64+123+141-274-DR-,Monocytes,-0.0,0.322405
4178,P2:25495,25+39+73+DR+RO+,DPT,-0.0,0.652267
4179,P3:3614,161+PD1+R4+,CD4/Naive,-0.0,0.414693
4180,P3:4855,R6-R10-XR5-,CD8/Memory,0.0,0.827604
4181,P1:798,27-28+31+57-95-127-244+RA-,CD4,-0.0,0.467997
4182,P3:266,161-PD1-R4-R6+R10+XR3+XR5-,CD4/Memory,0.0,0.618279
4183,P2:4931,25+38-73+PD1+,CD4,0.0,0.855135
4184,P1:5920,27+31-57+95+127+244-RA+,CD4,-0.0,0.0616467
4185,P5 NKT:127,RA+R7+,4-8-,-0.0,0.553276
4186,P1:541,27+28-31+57-95-127-244+RA+,CD8,-0.0,0.150076
4187,P6 earlyB:75,24+5+D-,IgA-IgG-,-0.0,0.0574117
4188,P2:841,25-38-39+73+127+DR-PD1+RO-,CD4,-0.0,0.0809159
4189,P2:21160,25-38+73+127-DR+RO-,DPT,-0.0,0.371013
4190,P1:8299,28+31-57+95-RA-,CD8,-0.0,0.0962515
4191,P1:335,27+28+31-57+95+127-244+RA-,DPT,0.0,0.56102
4192,P2:840,25-38+39+73-127-DR+PD1-RO-,CD4,-0.0,0.45573
4193,P1:4277,27+31-57+95+,CD4,-0.0,0.948999
4194,P1:9838,27+28+95+244-,CD8,-0.0,0.0133799
4195,P5 gd:1491,8+R5+R7+,Vg9+/Vd2Hi,0.0,0.873664
4196,P7 Mono:232,11c-16+32+64-123-141+274+DR+,Monocytes,0.0,0.0561817
4197,P1:20034,27+28-31-127-244-RA-,DPT,-0.0,0.0797643
4198,P4:6341,CD2+314+337+158a+R7+,56+16-,-0.0,0.507265
4199,P4:6238,334+R7+,56+16-,0.0,0.00705332
4200,P2:9233,73+127-DR+PD1+RO-,CD8,-0.0,0.038437
4201,P7 Mono:3524,11c+16-32+64+123+,Monocytes,-0.0,0.637453
4202,P2:2817,38+39+73-127+PD1+RO-,CD4,-0.0,0.0717127
4203,P4:4437,CD2+314+334+337+158b+R7+,16+56,-0.0,0.0836912
4204,P4:3306,CD2+314+334-158a+158b-,16+56,0.0,0.105768
4205,P2:21131,127-DR+RO-,DPT,0.0,0.566072
4206,P1:26069,28+95-127+244+RA+,DPT,0.0,0.0791074
4207,P2:11242,25+38+73+PD1+,CD8,-0.0,0.445421
4208,P1:21852,28+31+57+95-127+244+RA-,DPT,0.0,0.177212
4209,P1:93,27-28-31-57-95+127+244+RA+,CD8,0.0,0.816501
4210,P2:2909,25+38+127-DR+PD1+RO-,CD4,-0.0,0.663548
4211,P1:2052,27+28-RA-,CD4,-0.0,0.7153
4212,P3:6588,161+PD1+XR3+XR5+,CD8/Memory,0.0,0.223027
4213,P4:5279,CD2-334-158b-,56+16-,-0.0,0.396633
4214,P1:22151,27+28+57+127-244-,DPT,-0.0,0.0121102
4215,P2:20582,25+39+127+DR+PD1-RO-,DPT,0.0,0.33275
4216,P5 CD8:208,28-R7+,CD8,0.0,0.357506
4217,P2:287,25-38-39+73+127+DR-PD1-RO+,CD8,0.0,0.827858
4218,P1:25642,31+57+95-127-244+RA+,DPT,-0.0,0.721875
4219,P1:11595,27-28-31-95-127-244-RA+,CD8,-0.0,0.202347
4220,P3:320,161+PD1-R4+R6+R10-XR3-XR5+,CD4/Naive,-0.0,0.927272
4221,P2:13494,25+39-73-DR+PD1+RO+,CD8,0.0,0.69243
4222,P3:1410,PD1+R6+R10+XR3-,CD4/Memory,0.0,0.471926
4223,P7 Mono:4939,11c-16-64+123+274-DR+,Monocytes,-0.0,0.0126717
4224,P1:23478,27-31+57-95-127-244+,DPT,-0.0,0.754234
4225,P7 Mono:5097,11c-32+64+141+274-DR+,Monocytes,-0.0,0.165147
4226,P5 gd:191,8-27+28-RA-R5-R7+,Vg9+/Vd2Hi,0.0,0.416492
4227,P2:2388,25+39+127+DR+RO-,CD4,-0.0,0.0485595
4228,P1:7969,27+28-31+95+127+244-RA-,CD8,-0.0,0.388933
4229,P1:5976,95-127-RA+,CD4,-0.0,0.257863
4230,P3:8246,R4+R6-R10+XR3-XR5+,CD8/Naive,-0.0,0.50594
4231,P1:913,27-28+31-57-95-127-244+RA+,CD8,-0.0,0.956002
4232,P7 Mono:2269,16+32+64-123+141+274+DR-,Monocytes,-0.0,0.688482
4233,P3:5700,161+PD1+R4+R6+,CD8/Memory,0.0,0.0802899
4234,P2:22575,25-38-73-DR+PD1-,DPT,0.0,0.287286
4235,P3:277,161-PD1+R4+R6+R10+XR3-XR5-,CD8/Memory,-0.0,0.967861
4236,P6 earlyB:7,24+27+5+38-D-,IgA-IgG-,-0.0,0.213339
4237,P4:1879,CD2+314+334-158b-R7+,16+56-,-0.0,0.0324747
4238,P7 Mono:5818,11c+16-32-64-123+141+DR+,Monocytes,-0.0,0.0286141
4239,P7 Mono:3711,11c-16-32+64-123+141+,Monocytes,-0.0,0.333615
4240,P7 Mono:5624,11c-16+32+123+DR+,Monocytes,-0.0,0.465838
4241,P2:708,25+38-39-73-127+DR-PD1+RO-,CD4,-0.0,0.404099
4242,P1:9,27+28+31+57-95-127+244-RA+,CD4,0.0,0.637723
4243,P1:24363,27-95+127-244-RA+,DPT,0.0,0.799351
4244,P4:6041,314+334+337+158b-R7+,56+16-,0.0,0.279431
4245,P2:983,25+38-39-73-127+DR+PD1+RO-,CD4,0.0,0.634299
4246,P1:231,27-28-31+57+95-127-244+RA-,DPT,0.0,0.425177
4247,P5 CD8:46,27+28+R5-R7-,CD8,-0.0,0.105553
4248,P2:6532,25+38-39-DR+RO+,CD4,0.0,0.280443
4249,P3:4245,161+R6+R10-XR5+,CD4/Naive,0.0,0.497373
4250,P1:20152,28-31-57-95-244-RA-,DPT,-0.0,0.0490097
4251,P5 gd:1963,RA+R5+,Vg9+/Vd2Low,0.0,0.201078
4252,P1:13632,31+57+95+127+244+RA+,CD8,0.0,0.305858
4253,P4:956,314+334+158b+R7-,16+56-,0.0,0.514448
4254,P4:727,CD2+334+R7-,16+56-,0.0,0.638271
4255,P5 gd:1407,8-28-R7+,Vg9+/Vd2Hi,0.0,0.284448
4256,P1:24747,27-28+127+244-RA+,DPT,0.0,0.394617
4257,P4:6519,CD2-334-158a+158b+R7+,56+16-,0.0,0.886144
4258,P7 Mono:6086,11c-16+32+123+141-274+DR+,Monocytes,0.0,0.599295
4259,P2:8304,25-73+127-RO-,CD8,0.0,0.928251
4260,P1:9005,28+57+95-244+RA-,CD8,-0.0,0.716537
4261,P1:2701,27+28+57+95-244+RA-,CD4,-0.0,0.702059
4262,P4:4831,CD2-314-R7-,56+16-,-0.0,0.988791
4263,P7 Mono:4190,11c+16-64-123+274+,Monocytes,-0.0,0.175394
4264,P2:67,25-38+39+73-127-DR+PD1-RO+,DPT,-0.0,0.530938
4265,P1:22760,27+31-95-127-,DPT,-0.0,0.892857
4266,P3:8624,161-R4+R6-XR3+XR5+,CD8/Naive,-0.0,0.91865
4267,P4:6237,CD2-334+R7+,56+16-,0.0,0.343971
4268,P3:8476,PD1-R4+R6-R10+XR5+,CD8/Naive,-0.0,0.8819
4269,P2:12551,73+127-RO+,CD8,0.0,0.481828
4270,P2:13487,25+39+73+127-DR+PD1+RO+,CD8,-0.0,0.0377134
4271,P1:8266,28-31-95-RA-,CD8,0.0,0.776724
4272,P6:287,20+24+27-,B cells/CD10-/CD95+/IgG+,-0.0,0.669114
4273,P2:10816,25+39+127+DR+,CD8,-0.0,0.641786
4274,P2:531,25+38-39+73-127+DR+PD1+RO-,DPT,-0.0,0.245076
4275,P1:24107,27+28-31-57-95+127+244+,DPT,-0.0,0.276362
4276,P1:9955,27+28+31+57+95-127+244-,CD8,-0.0,0.128403
4277,P3:8394,161-PD1-R4+R6-XR5+,CD8/Naive,0.0,0.278767
4278,P1:359,27-28-31-57+95-127-244-RA+,DPT,-0.0,0.968564
4279,P2:972,25+38+39-73+127+DR-PD1+RO+,CD4,-0.0,0.530656
4280,P3:360,161+PD1-R4-R6+R10-XR3-XR5-,CD4/Naive,0.0,0.627436
4281,P3:2328,161-R4+R10+XR5+,CD4/Memory,-0.0,0.969841
4282,P7 Mono:2209,11c-141+274+DR-,Monocytes,0.0,0.62286
4283,P2:86,25-38-39+73-127-DR-PD1-RO+,DPT,-0.0,0.540326
4284,P6 earlyB:73,24-5+D-,IgA-IgG-,-0.0,0.314723
4285,P2:11239,25+73+PD1+,CD8,-0.0,0.763445
4286,P2:23974,39-127-DR+PD1+,DPT,0.0,0.404189
4287,P5 gd:558,27-28+RA+,CD3 T/VD1,0.0,0.560963
4288,P1:9203,27-28+31-95-127+244+RA-,CD8,0.0,0.307915
4289,P2:23,25-38-39-73-127-DR-PD1-RO+,CD8,-0.0,0.881963
4290,P1:1302,27-57+95-244-RA-,CD4,0.0,0.594191
4291,P1:12920,31-95+127+RA+,CD8,-0.0,0.190603
