,feature_name,marker_definition,parent_population,en_betas,p_1
22880,P1:23394,27-28-31+57-95+127+,DPT,0.0,0.721712
22881,P2:9873,38+39+73+127+PD1-,CD8,-0.0,0.867277
22882,P1:6727,31+57+95-127-244+RA+,CD4,0.0,0.967752
22883,MFI:263,CD4 QD800,Lymphs/CD3 T/CD4/Naive/R4,0.0,0.0704786
22884,P7 Mono:2260,64-123+141+274+DR-,Monocytes,-0.0,0.486238
22885,P2:2945,38+39-73-DR+PD1+RO-,CD4,0.0,0.084987
22886,P5 gd:1055,8-27-RA+R5+R7-,Vg9+/Vd2Hi,0.0,0.481493
22887,P2:10442,25-38-39-73-,CD8,-0.0,0.347372
22888,P2:4529,25+73+127+DR+,CD4,-0.0,0.194635
22889,P4:2724,CD2-314+337+158a-R7-,16+56,-0.0,0.13824
22890,P1:24473,31+57+95-244-RA+,DPT,-0.0,0.62168
22891,MFI:462,CD56 BV570,Lymphs/nonT/NK/16+56/314,0.0,0.189307
22892,P1:13098,27-28-57+127-244+RA+,CD8,0.0,0.665523
22893,P1:24818,95+127+244-RA+,DPT,-0.0,0.0367926
22894,P2:23885,25+39+73-127+PD1+,DPT,0.0,0.241263
22895,P2:23659,127+DR-PD1+,DPT,0.0,0.408612
22896,P4:6521,CD2+334-158a+158b+R7+,56+16-,-0.0,0.468615
22897,P2:8524,38+127-DR+RO-,CD8,0.0,0.784889
22898,P1:10380,28-31+57-95-,CD8,0.0,0.386042
22899,P3:6511,R10-XR3+XR5+,CD8/Memory,0.0,0.472452
22900,P2:1958,38+39+73-127-RO-,CD4,-0.0,0.705984
22901,P2:4098,25-38+127-,CD4,-0.0,0.837121
22902,P3:5528,PD1+R6+R10+XR3-,CD8/Memory,-0.0,0.259347
22903,P4:3611,314+337-158a-158b+,16+56,-0.0,0.928176
22904,P1:6638,27-28-31-57+95+127+RA+,CD4,0.0,0.036894
22905,P4:5857,CD2+158a+158b+,56+16-,0.0,0.995048
22906,P3:5446,161-PD1+R6+XR3-,CD8/Memory,-0.0,0.916607
22907,MFI:7,CD11c Cy5 PE,Lin-DR+/14-/11c+ (nodim)/1c-/16-/CD32,0.0,0.537179
22908,P2:10435,25+38-39+73+127-,CD8,-0.0,0.238517
22909,P3:2127,161-PD1-R6-R10-XR5+,CD4/Memory,0.0,0.713501
22910,P2:2475,25+73+127-DR-PD1+RO-,CD4,-0.0,0.413299
22911,P4:5507,CD2-314+337-,56+16-,-0.0,0.0888201
22912,P5 gd:172,8-27+28-RA-R5-R7+,CD3 T/VD1,0.0,0.684867
22913,P2:13138,25-39-127+DR-PD1+RO+,CD8,0.0,0.584102
22914,P2:13614,38+39+127+DR+PD1+RO+,CD8,-0.0,0.45702
22915,P1:25994,27+95+244+RA+,DPT,-0.0,0.497901
22916,P7 Mono:4747,11c-16+32-123-274-DR+,Monocytes,-0.0,0.166659
22917,P2:5250,25-38+39-73+127+DR+PD1+,CD4,-0.0,0.816011
22918,P2:1371,25-38-39-73+PD1-RO-,CD4,0.0,0.54299
22919,P2:9758,25-38-39+PD1-,CD8,-0.0,0.517668
22920,P1:20478,28-31+57-127+244-RA-,DPT,0.0,0.333363
22921,P3:7004,R4+R6-XR5-,CD8/Naive,0.0,0.383077
22922,P1:20833,27-57+95+127-RA-,DPT,0.0,0.178192
22923,P1:10514,27-28-31+57+,CD8,0.0,0.975986
22924,P1:25605,27-28+31-95-127-244+RA+,DPT,-0.0,0.345137
22925,P1:3583,57-95-127+244-,CD4,0.0,0.862841
22926,P4:5015,314+337+158a-158b+R7-,56+16-,-0.0,0.12049
22927,P2:6331,25+38+73+RO+,CD4,0.0,0.38684
22928,P2:9271,38-39-DR+PD1+RO-,CD8,-0.0,0.77345
22929,,,,-0.0,
22930,P1:9661,27+28-31-95-244-,CD8,0.0,0.203743
22931,P4:5476,CD2+314-337+158a-,56+16-,-0.0,0.83432
22932,P1:6783,27+28+31+127-244+RA+,CD4,-0.0,0.485689
22933,P7 Mono:2467,16+64+141-274-,Monocytes,-0.0,0.366332
22934,P1:25406,27-28+57+95-127+RA+,DPT,0.0,0.103711
22935,P4:4652,CD2+334-337-158a+158b-R7-,56+16-,0.0,0.0142246
22936,P1:26153,27-28-31-57+127+244+RA+,DPT,0.0,0.0154645
22937,P2:25539,127+DR+RO+,DPT,-0.0,0.0441419
22938,P3:3200,161-PD1-R10+XR3+XR5-,CD4/Naive,0.0,0.106309
22939,P7 Mono:6204,11c-16+64-274+DR+,Monocytes,-0.0,0.35212
22940,P7 Mono:46,11c-16+32-64+123-141-274-DR-,Monocytes,-0.0,0.284558
22941,P7 Mono:1872,16-64-123-274+DR-,Monocytes,-0.0,0.887379
22942,P2:8630,25+73+DR+RO-,CD8,-0.0,0.180264
22943,P2:23762,25+38+39-73+127-PD1+,DPT,0.0,0.539062
22944,P2:8580,25-38-39+73-DR+RO-,CD8,0.0,0.68106
22945,P3:8456,161+PD1+R4+R6+XR5+,CD8/Naive,-0.0,0.165268
22946,P5 gd:1563,8-28+R5-R7-,Vg9+/Vd2Low,-0.0,0.0854104
22947,P7 Mono:3590,11c+32-64+123-141+,Monocytes,-0.0,0.41422
22948,P2:5822,25+39-DR+PD1-RO+,CD4,0.0,0.452502
22949,P1:6739,27-28-57-127-244+RA+,CD4,-0.0,0.608918
22950,P1:9324,28-31-57-95+127+244+RA-,CD8,-0.0,0.489548
22951,P1:21001,27-28-31+57+RA-,DPT,0.0,0.131435
22952,P3:6885,161+R4-R6+R10+XR3-XR5-,CD8/Naive,0.0,
22953,P3:230,161+PD1-R4-R6-R10+XR3+XR5-,CD4/Naive,0.0,0.150532
22954,P3:1611,PD1-R4-R10+,CD4/Memory,0.0,0.187662
22955,P2:7305,25-39+127+DR+PD1+RO+,CD4,0.0,0.245736
22956,P3:6972,161+PD1+R6+R10-XR5-,CD8/Naive,-0.0,0.0781393
22957,P4:4523,314-334-158a-158b-R7-,56+16-,0.0,0.082109
22958,P7 Mono:5932,16+123-141-274+DR+,Monocytes,-0.0,0.161063
22959,P1:20416,27-31-95-127+244-RA-,DPT,-0.0,0.154165
22960,P4:5263,CD2+337-158b-,56+16-,0.0,0.0293109
22961,P1:4393,57-127+,CD4,0.0,0.92585
22962,P2:4475,25+73-127+DR+,CD4,-0.0,0.790245
22963,P7:103,32+274-,11c+ (nodim)/1c-/16+,0.0,0.24011
22964,P2:13411,25+73+127+PD1+RO+,CD8,0.0,0.681003
22965,MFI:528,HLA-DR Ax680,Lymphs/T cells/CD4/DR,0.0,0.184278
22966,P2:21901,25-39+DR+PD1+RO-,DPT,0.0,0.334039
22967,P4:4450,314+337-158a+158b+R7+,16+56,-0.0,0.792059
22968,P1:1231,28-31+57+95+127-244-RA-,CD4,0.0,0.464642
22969,P7 Mono:4373,11c+32-141+274+,Monocytes,-0.0,0.325521
22970,P7 Mono:2116,11c-16+64-123-141+274+DR-,Monocytes,0.0,0.99661
22971,P2:12279,25+38-127-DR-RO+,CD8,-0.0,0.110409
22972,P2:6303,38+RO+,CD4,-0.0,0.821986
22973,P4:3717,CD2+158b+,16+56,-0.0,0.815314
22974,P7:125,64-,14-/11c+ (nodim)/1c+,0.0,0.0143811
22975,P1:6587,27-31-57-95+127+RA+,CD4,-0.0,0.92595
22976,P1:25232,27-31-57+RA+,DPT,0.0,0.0034321
22977,P1:10323,28+95+127-,CD8,-0.0,0.185006
22978,P1:11573,27-28+31+57+95+127+244+,CD8,-0.0,0.986452
22979,P3:6847,161-PD1+R6-R10+XR3-XR5-,CD8/Naive,-0.0,0.190446
22980,P7 Mono:4585,11c+16+64-141-274-DR+,Monocytes,-0.0,0.391755
22981,P4:5087,CD2+314-337+158b+R7-,56+16-,-0.0,0.960685
22982,P7 Mono:5396,11c-64+123+141-DR+,Monocytes,-0.0,0.272005
22983,P3:7888,161+PD1-R4+R10-XR3+,CD8/Naive,-0.0,0.562072
22984,P1:8912,27+31+95+127-244+RA-,CD8,-0.0,0.369083
22985,P1:1293,27-31-57+95-244-RA-,CD4,0.0,0.422295
22986,P2:8066,25+38+73+127-DR-RO-,CD8,-0.0,0.146816
22987,P2:2423,38+39-73-127-DR-PD1+RO-,CD4,0.0,0.905994
22988,P4:3855,CD2+334+337-158a-158b-R7+,16+56,0.0,0.225765
22989,P1:7180,27-31+57+95-127+244+RA+,CD4,0.0,0.0827067
22990,P3:4488,161-R4-R6-XR3+XR5+,CD4/Naive,0.0,0.578037
22991,P1:7724,27-31+57-95+244-RA-,CD8,-0.0,0.389156
22992,P2:6976,38-39+73-PD1+RO+,CD4,0.0,0.76496
22993,P1:9470,27-28-31-57-127-244-,CD8,-0.0,0.547521
22994,P1:1745,28-31-57+95-127-RA-,CD4,0.0,0.387017
22995,P3:2077,161+R4-R10+XR3-XR5+,CD4/Memory,0.0,0.776115
22996,P2:2493,25-38-73-DR-PD1+RO-,CD4,-0.0,0.421577
22997,P1:22424,27+28-31+57-95+244-,DPT,-0.0,0.192551
22998,P1:4043,27+57+95+127-,CD4,-0.0,0.436011
22999,P6:304,24+27+,B cells/CD10-/CD95+/IgG+,-0.0,0.154883
23000,P1:8360,27+RA-,CD8,-0.0,0.130277
23001,P2:23617,38+39+73+DR-PD1+,DPT,0.0,0.614108
23002,P7 Mono:3345,11c-32-64+123-,Monocytes,-0.0,0.823599
23003,P2:5539,25-39-73+127-PD1-RO+,CD4,0.0,0.526967
23004,P4:6444,314-334-158b+R7+,56+16-,0.0,0.416724
23005,P7 Mono:2105,16-32-64-123-141+274+DR-,Monocytes,-0.0,0.130632
23006,P3:4388,R4+R10+XR5+,CD4/Naive,0.0,0.289871
23007,P1:11227,27+28-31-57+244+,CD8,0.0,0.933799
23008,P1:10414,27+28+31+95-,CD8,0.0,0.105636
23009,P2:11743,25+38-39-127+DR-PD1-RO+,CD8,-0.0,0.222697
23010,P1:9415,27+28+31+57-95-127-244-,CD8,0.0,0.918683
23011,P3:2815,161+R4-R10-XR5-,CD4/Naive,0.0,0.520472
23012,P2:11259,38+39-73-127+PD1+,CD8,-0.0,0.0209206
23013,P1:2621,27+57+95+127-244+RA-,CD4,-0.0,0.617519
23014,P2:6711,38-39-73+127-DR-PD1+RO+,CD4,0.0,0.312105
23015,P3:6502,R4-R10-XR3+XR5+,CD8/Memory,0.0,0.337881
23016,P2:22375,38+39+PD1-,DPT,-0.0,0.639642
23017,P1:3452,27+28+244-,CD4,-0.0,0.673347
23018,P2:6420,38+39+73+127+RO+,CD4,-0.0,0.171519
23019,P2:7855,25-38+39-73-DR+PD1-RO-,CD8,0.0,0.381253
23020,P1:21557,27-57-95-244+RA-,DPT,0.0,0.381536
23021,P1:10608,31-57-95-127+,CD8,0.0,0.123227
23022,P1:7903,27-28-31-57+127+244-RA-,CD8,0.0,0.102618
23023,P2:2779,25+73+PD1+RO-,CD4,-0.0,0.432537
23024,P1:25199,27-28+31+57-RA+,DPT,0.0,0.602288
23025,P2:8402,25+38-39-73-127+RO-,CD8,-0.0,0.027593
23026,P1:24530,28+31+244-RA+,DPT,0.0,0.528972
23027,P1:23659,95+127-244+,DPT,0.0,0.159256
23028,P1:9936,28+31-57+95-127+244-,CD8,-0.0,0.664478
23029,P1:8934,28+31+57+95+127-244+RA-,CD8,-0.0,0.747084
23030,P6:269,38-,B cells/CD10-/CD95+/IgG+,-0.0,0.205741
23031,P2:7315,38+39-73+127+DR+PD1+RO+,CD4,0.0,0.997018
23032,P5 CD8:48,27-RA+R5-R7-,CD8,-0.0,0.47635
23033,P1:9504,28+31-127-244-,CD8,-0.0,0.211907
23034,P2:320,25-38+39+73-127-DR+PD1+RO-,DPT,-0.0,0.0934465
23035,P7 Mono:2267,32+64-123+141+274+DR-,Monocytes,-0.0,0.907701
23036,P1:12466,27-28-57+95+127-RA+,CD8,0.0,0.676343
23037,P7 Mono:5725,11c+16+64+123-141+DR+,Monocytes,-0.0,0.474104
23038,P2:10431,38+73+127-,CD8,-0.0,0.73318
23039,P2:6835,25+39-127+DR-PD1+RO+,CD4,0.0,0.339291
23040,P2:23863,38-39-73-127+PD1+,DPT,0.0,0.372247
23041,P1:23508,27-28+31+95-127-244+,DPT,0.0,0.379762
23042,P1:2666,27-28-95-244+RA-,CD4,0.0,0.338342
23043,P2:22978,38+39-73-127-,DPT,0.0,0.952451
23044,P1:9500,27-31-127-244-,CD8,-0.0,0.487644
23045,P2:4467,25-38+39-73-127+DR+,CD4,-0.0,0.20791
23046,P2:13521,25+39-DR+PD1+RO+,CD8,0.0,0.346328
23047,P1:6692,27+28+31-95-127-244+RA+,CD4,0.0,0.381548
23048,P3:8267,161-PD1-R4+R10+XR3-XR5+,CD8/Naive,-0.0,0.903175
23049,P1:12966,27+31+57+95+127+RA+,CD8,-0.0,0.470958
23050,P7 Mono:4771,11c-32-64+123-274-DR+,Monocytes,-0.0,0.404904
23051,P2:11114,25-38+39+73-127-PD1+,CD8,-0.0,0.245185
23052,P3:8293,161+R4+R6+R10+XR3-XR5+,CD8/Naive,0.0,
23053,P2:7936,38-73-127+DR+PD1-RO-,CD8,0.0,0.104126
23054,P1:13427,27+31-57-95-127+244+RA+,CD8,-0.0,0.288992
23055,P7 Mono:3195,11c-16+64+141-,Monocytes,-0.0,0.577334
23056,P1:21061,27-28+31+95+RA-,DPT,-0.0,0.440662
23057,P2:5799,25-38-73-DR+PD1-RO+,CD4,0.0,0.261436
23058,P7 Mono:787,11c+16-64-141+274-DR-,Monocytes,-0.0,0.0496655
23059,P2:941,25+38+39+73-127-DR+PD1+RO-,CD8,-0.0,0.178376
23060,P2:10905,39-73+127-DR-PD1+,CD8,0.0,0.502591
23061,P3:878,PD1-R4+R6+XR5-,CD4/Memory,0.0,0.978616
23062,P1:4009,28+31-95+127-,CD4,-0.0,0.409769
23063,P1:4970,27+31+57-95+244+,CD4,-0.0,0.819852
23064,P1:11707,27-57+127-244-RA+,CD8,-0.0,0.406271
23065,P2:12219,25-38+39+127+DR+PD1-RO+,CD8,-0.0,0.542724
23066,P7:150,64+,14-/11c+ (nodim)/XPres,-0.0,0.545733
23067,P3:147,161+PD1-R4-R6+R10+XR3-XR5-,CD8/Memory,-0.0,0.201602
23068,P1:25755,28-95+127-244+RA+,DPT,0.0,0.404367
23069,P2:730,25+38+39-73+127+DR-PD1+RO-,CD8,0.0,0.865893
23070,P2:8639,25+39+73+DR+RO-,CD8,-0.0,0.168257
23071,P4:4069,CD2+314-334+337-158a-R7+,16+56,-0.0,0.280323
23072,P3:4537,PD1+R4+XR3+XR5+,CD4/Naive,0.0,0.534853
23073,P2:4693,38+73+DR-PD1+,CD4,0.0,0.497339
23074,P2:8308,38+73+127-RO-,CD8,-0.0,0.837251
23075,P4:2743,314+334-337-R7-,16+56,0.0,0.325859
23076,P1:10122,31-57-95-127-,CD8,-0.0,0.719649
23077,P4:4819,CD2-314+334+337-R7-,56+16-,-0.0,0.0501894
23078,P3:2029,161-R4-R6+XR3-XR5+,CD4/Memory,0.0,0.26574
23079,P3:8538,PD1-R4-R6-R10-XR3+XR5+,CD8/Naive,0.0,0.641819
23080,P5 gd:804,8-27+RA-R5+R7+,CD3 T/VD1,-0.0,0.930863
23081,P1:26103,31-57-127+244+RA+,DPT,0.0,0.51939
23082,P1:4057,28-31-57-95-,CD4,-0.0,0.535324
23083,P2:22573,38+39-73-DR+PD1-,DPT,-0.0,0.00653386
23084,P2:24718,73-DR+PD1-RO+,DPT,-0.0,0.198442
23085,P1:24862,27+28-57-95-127-RA+,DPT,0.0,0.463684
23086,P1:773,27+28+31+57-95-127-244-RA-,CD8,0.0,0.169594
23087,P2:22681,38+39-127+DR+PD1-,DPT,-0.0,0.0173103
23088,P1:23437,28+31-57+95+127+,DPT,0.0,0.438949
23089,P4:2552,314+158b-R7-,16+56,0.0,0.0482062
23090,P1:2543,27+31-57+127-244+RA-,CD4,0.0,0.826016
23091,P1:8436,27-28-95+RA-,CD8,0.0,0.885683
23092,P1:1927,27-31+57+95+127-RA-,CD4,-0.0,0.974444
23093,P2:7870,25-39+73-DR+PD1-RO-,CD8,-0.0,0.917813
23094,P2:4359,25-38+39-73+127-DR+,CD4,-0.0,0.800154
23095,P1:10221,31+57-127-,CD8,-0.0,0.0852858
23096,P2:20360,25+38-39+127+PD1-RO-,DPT,0.0,0.813169
23097,P1:21607,27+28+31-57+95-244+RA-,DPT,0.0,0.084417
23098,P2:1923,25+38+73+127+DR-RO-,CD4,0.0,0.635928
23099,P7 Mono:4209,11c-32-123+274+,Monocytes,-0.0,0.373272
23100,P1:23447,27+28+57+95+127+,DPT,-0.0,0.0897372
23101,P1:9332,27-57-95+127+244+RA-,CD8,0.0,0.865124
23102,P2:25905,25-38+39-PD1+RO+,DPT,0.0,0.183937
23103,P1:4465,31-57-95+127+,CD4,-0.0,0.795992
23104,P1:9318,27-31+57+127+244+RA-,CD8,0.0,0.802677
23105,P2:7485,73-127+DR-PD1-RO-,CD8,-0.0,0.0872196
23106,P3:1186,161+PD1+R4-R6-R10-XR3-,CD4/Memory,0.0,0.962984
23107,P2:11124,38+39-127-PD1+,CD8,-0.0,0.0599346
23108,P5 gd:1215,8+27-RA+,Vg9+/Vd2Hi,-0.0,0.979362
23109,P1:9839,27-28-31+95+244-,CD8,-0.0,0.481733
23110,P1:8995,27-28+31-57+95-244+RA-,CD8,0.0,0.540919
23111,P4:4322,CD2+314-158a-158b+R7+,16+56,-0.0,0.249143
23112,P2:21733,25+38+39+73-127+PD1+RO-,DPT,-0.0,0.836607
23113,P1:4963,28+57-95+244+,CD4,-0.0,0.913558
23114,P4:6032,314+337+158b-R7+,56+16-,0.0,0.267826
23115,P1:23654,27+28+31-95+127-244+,DPT,0.0,0.77163
23116,P2:10986,39-73+DR-PD1+,CD8,0.0,0.615351
23117,P1:9752,27-244-,CD8,-0.0,0.501528
23118,P2:21253,25-38-39-73-127+DR+RO-,DPT,-0.0,0.609696
23119,P1:8399,27+28+31+57+RA-,CD8,-0.0,0.142491
23120,P1:13363,27+28-31+57-95+244+RA+,CD8,-0.0,0.077423
23121,P5 gd:1145,28+RA+R5-,Vg9+/Vd2Hi,-0.0,0.0177158
23122,P1:8965,27-31-95-244+RA-,CD8,-0.0,0.928677
23123,P1:4518,27-31-57+95+127+,CD4,0.0,0.0795987
23124,P1:10271,27-28-31+57+127-,CD8,-0.0,0.905978
23125,P1:1677,28-57+95+127+244-RA-,CD4,0.0,0.386953
23126,P2:23202,25-38+73+127+,DPT,0.0,0.158563
23127,P2:2898,25-38+39-127-DR+PD1+RO-,CD4,0.0,0.117339
23128,P1:1659,27-28+95+127+244-RA-,CD4,-0.0,0.63923
23129,P5 gd:1958,8+27+28-RA+R5+,Vg9+/Vd2Low,0.0,0.842952
23130,P2:23567,25+38-39-DR-PD1+,DPT,0.0,0.905477
23131,P4:2793,CD2-334-337+R7-,16+56,-0.0,0.298461
23132,P2:6365,25-38+39+73-127+RO+,CD4,-0.0,0.270219
23133,P7:252,64-274-,14-/PDC,0.0,0.342174
23134,P1:24408,27+28-57-95-244-RA+,DPT,0.0,0.973853
23135,P1:9088,27-28-31+57+244+RA-,CD8,0.0,0.98156
23136,P1:11973,27-28+31+57-95+244-RA+,CD8,-0.0,0.280812
23137,P1:11014,27+31-57-95+127-244+,CD8,0.0,0.747981
23138,P1:9369,27+28+31+95+127+244+RA-,CD8,-0.0,0.384648
23139,P4:4079,CD2-334-158a-R7+,16+56,-0.0,0.15618
23140,P1:24072,27-31+127+244+,DPT,0.0,0.180494
23141,P4:2705,CD2+334+158a-R7-,16+56,0.0,0.238599
23142,P7 Mono:3194,11c+64+141-,Monocytes,-0.0,0.294581
23143,P1:1737,27+28-31+95-127-RA-,CD4,-0.0,0.278995
23144,P2:22150,38+73+DR-PD1-,DPT,0.0,0.175027
23145,P2:22833,25-38+39+73-DR-,DPT,-0.0,0.135066
23146,P3:170,161+PD1-R4-R6-R10+XR3-XR5-,CD8/Naive,-0.0,0.626856
23147,P4:5418,314+334-337-158a-,56+16-,0.0,0.875285
23148,P1:13445,27+28-31-95-127+244+RA+,CD8,-0.0,0.510292
23149,P1:11995,28-31+95+244-RA+,CD8,-0.0,0.114028
23150,P1:21429,27-31-127-244+RA-,DPT,0.0,0.504279
23151,P2:4666,38+DR-PD1+,CD4,-0.0,0.600295
23152,P2:3266,25+38-39+73-127+DR-PD1-,CD4,-0.0,0.287287
23153,P1:3905,27+28-57-127-,CD4,-0.0,0.490149
23154,P1:6429,28+31-57-95-127+RA+,CD4,-0.0,0.58149
23155,P2:8032,38-127-DR-RO-,CD8,-0.0,0.93948
23156,P1:21688,27+28+31-57+244+RA-,DPT,0.0,0.823708
23157,P4:4146,314+337-R7+,16+56,-0.0,0.29573
23158,P3:1515,R6-,CD4/Memory,-0.0,0.893421
23159,P5 gd:1938,8-27+R5+,Vg9+/Vd2Low,-0.0,0.40099
23160,P2:632,25+38-39-73-127-DR+PD1-RO-,CD4,-0.0,0.270973
23161,P2:12552,25+73+127-RO+,CD8,-0.0,0.186076
23162,P1:2732,27-31+57-244+RA-,CD4,-0.0,0.433366
23163,P6 earlyB:131,24-27+5-,IgA-IgG-,-0.0,0.125004
23164,P1:6469,27+28-31+95-127+RA+,CD4,0.0,0.883891
23165,P1:26003,27+31+95+244+RA+,DPT,-0.0,0.51406
23166,P3:5588,R4+R10-,CD8/Memory,-0.0,0.843494
23167,P2:21936,39-73-127+DR+PD1+RO-,DPT,-0.0,0.304451
23168,P2:25817,25+38+39+73-127-PD1+RO+,DPT,-0.0,0.460231
23169,P1:3037,28+31+57-95+127+244+RA-,CD4,-0.0,0.83605
23170,P3:6568,161-PD1+R4+R6-XR3+XR5+,CD8/Memory,0.0,0.580996
23171,P2:24525,25+38-39+PD1-RO+,DPT,-0.0,0.0348027
23172,P1:5098,28+57+95-127+244+,CD4,0.0,0.475999
23173,P5 gd:1361,8+28-RA+R5-R7+,Vg9+/Vd2Hi,-0.0,0.958741
23174,P3:1770,PD1+R4+R6-XR3+,CD4/Memory,0.0,0.0735899
23175,P2:10922,25-39+73+127-DR-PD1+,CD8,-0.0,0.26105
23176,P3:1903,161+R4+R6+R10+XR3+,CD4/Memory,0.0,0.778658
23177,P2:4068,25-73-127-,CD4,0.0,0.998208
23178,P2:9897,39+73-127-DR+PD1-,CD8,-0.0,0.383928
23179,P2:24735,25-39-DR+PD1-RO+,DPT,-0.0,0.296212
23180,P1:7075,28-95+244+RA+,CD4,0.0,0.283131
23181,P2:6125,25-38-39-127+DR-RO+,CD4,0.0,0.793395
23182,P2:9411,39+73-127-DR-PD1-,CD8,-0.0,0.107605
23183,P7 Mono:2893,16-64-141+274-,Monocytes,-0.0,0.0273837
23184,P1:2609,28+31+95+127-244+RA-,CD4,-0.0,0.726431
23185,P7 Mono:3268,16+32-64+123+141-,Monocytes,-0.0,0.0129474
23186,P2:9956,25-38-39-73-DR+PD1-,CD8,0.0,0.132375
23187,P1:2373,27+28+31-95+127+RA-,CD4,0.0,0.787566
23188,P7 Mono:3061,16+64-123-141-,Monocytes,0.0,0.0194665
23189,P3:571,PD1+R6+R10-XR3-XR5-,CD4/Memory,0.0,0.421533
23190,P4:5185,CD2+314+337-158a-158b-,56+16-,0.0,0.544159
23191,P1:5933,31+57+95+127+244-RA+,CD4,0.0,0.318336
23192,P2:10292,25-73-127+DR-,CD8,-0.0,0.0233825
23193,P3:6080,R6+R10-XR3-XR5+,CD8/Memory,0.0,0.744222
23194,P1:11210,27-244+,CD8,0.0,0.893383
23195,P7 Mono:1898,11c-16-123-274+DR-,Monocytes,-0.0,0.639948
23196,P3:6772,161+PD1+R6-XR3-XR5-,CD8/Naive,-0.0,0.0682747
23197,P2:21314,38+39-73+127+DR+RO-,DPT,0.0,0.418795
23198,P4:2754,CD2-314-334+337-R7-,16+56,-0.0,0.13952
23199,P1:6289,27+28-31-RA+,CD4,-0.0,0.379493
23200,P2:6882,25-38+39-73-127-PD1+RO+,CD4,0.0,0.864001
23201,P3:3527,161+PD1-R4+R10-,CD4/Naive,0.0,0.646771
23202,P4:2692,314-158a-R7-,16+56,-0.0,0.279213
23203,P2:8324,25+39-73-RO-,CD8,-0.0,0.0164003
23204,P2:8633,25+38+73+DR+RO-,CD8,-0.0,0.646197
23205,P2:13634,38+39+73+127+DR+PD1+RO+,CD8,-0.0,0.892112
23206,P7 Mono:2845,16+123-141+274-,Monocytes,-0.0,0.203031
23207,P2:6801,25+38+73+DR-PD1+RO+,CD4,-0.0,0.606243
23208,P3:3866,161+PD1+R4-R6+XR3+,CD4/Naive,-0.0,0.0256511
23209,P4:6467,CD2-314+334+158b+R7+,56+16-,-0.0,0.334998
23210,P7 Mono:4302,11c-16+123-141+274+,Monocytes,0.0,0.454634
23211,P2:9431,25-38+127-DR-PD1-,CD8,-0.0,0.556227
23212,P2:1201,25+38-127+DR-PD1-RO-,CD4,-0.0,0.395194
23213,P1:20955,27+28+31+57-RA-,DPT,-0.0,0.0997214
23214,P1:9562,27+28-57-95+127-244-,CD8,-0.0,0.156953
23215,P2:5003,25+38-39-73+127+PD1+,CD4,0.0,0.749746
23216,P2:10083,38-39+127+DR+PD1-,CD8,-0.0,0.884529
23217,P2:9500,25-39-DR-PD1-,CD8,0.0,0.0600773
23218,P7 Mono:3062,11c+16+64-123-141-,Monocytes,0.0,0.0155923
23219,P1:13029,27+28+57+95-127-244+RA+,CD8,0.0,0.143364
23220,P2:13208,25-38-39-127-PD1+RO+,CD8,0.0,0.77095
23221,P7 Mono:1623,11c+16+32+123+141+DR-,Monocytes,-0.0,0.148493
23222,P2:2925,38-73+127-DR+PD1+RO-,CD4,-0.0,0.741863
23223,P2:5920,25+39-73+127+DR+PD1-RO+,CD4,0.0,0.722069
23224,P2:21886,25-38+39-DR+PD1+RO-,DPT,-0.0,0.0834891
23225,P1:13141,27-28+31-95+127-244+RA+,CD8,0.0,0.33034
23226,P2:6635,25-38+39+127+DR+RO+,CD4,0.0,0.902692
23227,P7 Mono:2769,11c-32+123+274-,Monocytes,-0.0,0.201681
23228,P1:21130,27-95-127+RA-,DPT,0.0,0.676932
23229,P1:10188,28+57+95-127-,CD8,-0.0,0.675193
23230,P4:2625,314+158a+158b-R7-,16+56,0.0,0.793731
23231,P3:6408,PD1-R6-R10+XR5+,CD8/Memory,-0.0,0.202287
23232,P2:7334,38+39-73-127-DR-PD1-RO-,CD8,-0.0,0.853729
23233,P1:24642,31-57-95-127+244-RA+,DPT,-0.0,0.889081
23234,P2:8596,38+39-DR+RO-,CD8,0.0,0.784854
23235,P1:25813,31+57-95-244+RA+,DPT,0.0,0.487413
23236,P1:21548,27-31-57-95-244+RA-,DPT,0.0,0.412975
23237,P1:2966,28-31-127+244+RA-,CD4,0.0,0.418601
23238,P7 Mono:4156,32-64+274+,Monocytes,-0.0,0.307616
23239,P2:10192,25+38-39+73+127-DR-,CD8,-0.0,0.293246
23240,P5 gd:1562,8+27-28+R5-R7-,Vg9+/Vd2Low,-0.0,0.196861
23241,P2:5207,25+38+73-127+DR+PD1+,CD4,0.0,0.864051
23242,P1:6702,27-28-31+95-127-244+RA+,CD4,0.0,0.976537
23243,P2:8055,25-38+39-73+127-DR-RO-,CD8,-0.0,0.956044
23244,P7 Mono:736,11c-16+32-123-141+274-DR-,Monocytes,-0.0,0.264046
23245,P1:11678,28-127-244-RA+,CD8,-0.0,0.214813
23246,P2:23380,39-73-127+DR+,DPT,-0.0,0.0418462
23247,P1:4551,27-28-57-95-127-244+,CD4,0.0,0.489994
23248,P1:24853,27+28-31-57-95-127-RA+,DPT,0.0,0.526857
23249,P1:22709,27+28+31-57+95+127+244-,DPT,0.0,0.877105
23250,P1:4976,27+28-31-95+244+,CD4,0.0,0.711056
23251,P6 earlyB:214,27+D+,IgA-IgG-,-0.0,0.271089
